Book, Chapter, Verse, Gamatria, value
Leviticus, 23, 33, 895, וידבר יהוה אל־משה לאמר
Leviticus, 24, 1, 895, וידבר יהוה אל־משה לאמר
Leviticus, 24, 13, 895, וידבר יהוה אל־משה לאמר
Leviticus, 27, 1, 895, וידבר יהוה אל־משה לאמר
Numbers, 1, 48, 895, וידבר יהוה אל־משה לאמר
Numbers, 3, 5, 895, וידבר יהוה אל־משה לאמר
Numbers, 3, 11, 895, וידבר יהוה אל־משה לאמר
Numbers, 3, 44, 895, וידבר יהוה אל־משה לאמר
Numbers, 4, 21, 895, וידבר יהוה אל־משה לאמר
Numbers, 5, 1, 895, וידבר יהוה אל־משה לאמר
Numbers, 5, 5, 895, וידבר יהוה אל־משה לאמר
Numbers, 5, 11, 895, וידבר יהוה אל־משה לאמר
Numbers, 6, 1, 895, וידבר יהוה אל־משה לאמר
Numbers, 6, 22, 895, וידבר יהוה אל־משה לאמר
Numbers, 8, 1, 895, וידבר יהוה אל־משה לאמר
Numbers, 8, 5, 895, וידבר יהוה אל־משה לאמר
Numbers, 8, 23, 895, וידבר יהוה אל־משה לאמר
Numbers, 9, 9, 895, וידבר יהוה אל־משה לאמר
Numbers, 10, 1, 895, וידבר יהוה אל־משה לאמר
Numbers, 13, 1, 895, וידבר יהוה אל־משה לאמר
Numbers, 15, 1, 895, וידבר יהוה אל־משה לאמר
Numbers, 15, 17, 895, וידבר יהוה אל־משה לאמר
Numbers, 16, 23, 895, וידבר יהוה אל־משה לאמר
Numbers, 17, 1, 895, וידבר יהוה אל־משה לאמר
Numbers, 17, 9, 895, וידבר יהוה אל־משה לאמר
Numbers, 17, 16, 895, וידבר יהוה אל־משה לאמר
Numbers, 18, 25, 895, וידבר יהוה אל־משה לאמר
Numbers, 20, 7, 895, וידבר יהוה אל־משה לאמר
Numbers, 25, 10, 895, וידבר יהוה אל־משה לאמר
Numbers, 25, 16, 895, וידבר יהוה אל־משה לאמר
Numbers, 26, 52, 895, וידבר יהוה אל־משה לאמר
Numbers, 27, 15, 895, וידבר משה אל־יהוה לאמר
Numbers, 28, 1, 895, וידבר יהוה אל־משה לאמר
Numbers, 31, 1, 895, וידבר יהוה אל־משה לאמר
Numbers, 34, 1, 895, וידבר יהוה אל־משה לאמר
Numbers, 34, 16, 895, וידבר יהוה אל־משה לאמר
Numbers, 35, 9, 895, וידבר יהוה אל־משה לאמר
Leviticus, 21, 13, 897, והוא אשה בבתוליה יקח
Exodus, 22, 17, 899, מכשפה לא תחיה
Exodus, 23, 3, 900, ודל לא תהדר בריבו
Numbers, 13, 15, 904, למטה גד גאואל בן־מכי
Numbers, 33, 41, 904, ויסעו מהר ההר ויחנו בצלמנה
Numbers, 33, 33, 927, ויסעו מחר הגדגד ויחנו ביטבתה
Exodus, 31, 12, 930, ויאמר יהוה אל־משה לאמר
Numbers, 7, 4, 930, ויאמר יהוה אל־משה לאמר
Numbers, 15, 37, 930, ויאמר יהוה אל־משה לאמר
Numbers, 27, 6, 930, ויאמר יהוה אל־משה לאמר
Numbers, 31, 25, 930, ויאמר יהוה אל־משה לאמר
Genesis, 26, 6, 931, וישב יצחק בגרר
Leviticus, 10, 20, 956, וישמע משה וייטב בעיניו
Genesis, 37, 30, 984, וישב אל־אחיו ויאמר הילד איננו ואני אנה אני־בא
Leviticus, 11, 14, 985, ואת־הדאה ואת־האיה למינה
Numbers, 13, 6, 1013, למטה יהודה כלב בן־יפנה
Deuteronomy, 14, 3, 1015, לא תאכל כל־תועבה
Deuteronomy, 32, 9, 1026, כי חלק יהוה עמו יעקב חבל נחלתו
Numbers, 33, 34, 1027, ויסעו מיטבתה ויחנו בעברנה
Genesis, 19, 7, 1034, ויאמר אל־נא אחי תרעו
Genesis, 41, 37, 1035, וייטב הדבר בעיני פרעה ובעיני כל־עבדיו
Exodus, 21, 15, 1045, ומכה אביו ואמו מות יומת
Genesis, 39, 13, 1048, ויהי כראותה כי־עזב בגדו בידה וינס החוצה
Exodus, 6, 21, 1063, ובני יצהר קרח ונפג וזכרי
Genesis, 15, 8, 1066, ויאמר אדני יהוה במה אדע כי אירשנה
Numbers, 33, 25, 1066, ויסעו מחרדה ויחנו במקהלת
Genesis, 6, 8, 1071, ונח מצא חן בעיני יהוה
Numbers, 33, 22, 1079, ויסעו מרסה ויחנו בקהלתה
Deuteronomy, 18, 17, 1079, ויאמר יהוה אלי היטיבו אשר דברו
Genesis, 19, 18, 1085, ויאמר לוט אלהם אל־נא אדני
Leviticus, 21, 15, 1093, ולא־יחלל זרעו בעמיו כי אני יהוה מקדשו
Deuteronomy, 14, 11, 1102, כל־צפור טהרה תאכלו
Deuteronomy, 6, 4, 1118, שמע ישראל יהוה אלהינו יהוה אחד
Numbers, 16, 4, 1143, וישמע משה ויפל על־פניו
Genesis, 7, 5, 1148, ויעש נח ככל אשר־צוהו יהוה
Deuteronomy, 4, 24, 1153, כי יהוה אלהיך אש אכלה הוא אל קנא
Exodus, 21, 17, 1180, ומקלל אביו ואמו מות יומת
Deuteronomy, 22, 13, 1182, כי־יקח איש אשה ובא אליה ושנאה
Genesis, 33, 12, 1202, ויאמר נסעה ונלכה ואלכה לנגדך
Leviticus, 25, 48, 1202, אחרי נמכר גאלה תהיה־לו אחד מאחיו יגאלנו
Genesis, 39, 16, 1208, ותנח בגדו אצלה עד־בוא אדניו אל־ביתו
Genesis, 35, 21, 1215, ויסע ישראל ויט אהלה מהלאה למגדל־עדר
Deuteronomy, 3, 29, 1218, ונשב בגיא מול בית פעור
Genesis, 24, 26, 1222, ויקד האיש וישתחו ליהוה
Genesis, 24, 34, 1222, ויאמר עבד אברהם אנכי
Numbers, 33, 29, 1222, ויסעו ממתקה ויחנו בחשמנה
Genesis, 8, 15, 1228, וידבר אלהים אל־נח לאמר
Genesis, 27, 18, 1229, ויבא אל־אביו ויאמר אבי ויאמר הנני מי אתה בני
Deuteronomy, 18, 8, 1229, חלק כחלק יאכלו לבד ממכריו על־האבות
Leviticus, 25, 1, 1232, וידבר יהוה אל־משה בהר סיני לאמר
Numbers, 21, 10, 1240, ויסעו בני ישראל ויחנו באבת
Leviticus, 15, 9, 1246, וכל־המרכב אשר ירכב עליו הזב יטמא
Genesis, 39, 18, 1251, ויהי כהרימי קולי ואקרא ויעזב בגדו אצלי וינס החוצה
Leviticus, 14, 55, 1258, ולצרעת הבגד ולבית
Exodus, 4, 2, 1266, ויאמר אליו יהוה מזה [מה־] [זה] בידך ויאמר מטה
Leviticus, 16, 25, 1266, ואת חלב החטאת יקטיר המזבחה
Numbers, 3, 14, 1273, וידבר יהוה אל־משה במדבר סיני לאמר
Numbers, 33, 24, 1276, ויסעו מהר־שפר ויחנו בחרדה
Exodus, 9, 32, 1282, והחטה והכסמת לא נכו כי אפילת הנה
Numbers, 10, 13, 1287, ויסעו בראשנה על־פי יהוה ביד־משה
Genesis, 25, 15, 1293, חדד ותימא יטור נפיש וקדמה
Numbers, 21, 19, 1293, וממתנה נחליאל ומנחליאל במות
Deuteronomy, 32, 12, 1294, יהוה בדד ינחנו ואין עמו אל נכר
Exodus, 25, 38, 1302, ומלקחיה ומחתתיה זהב טהור
Numbers, 24, 19, 1304, וירד מיעקב והאביד שריד מעיר
Numbers, 33, 42, 1325, ויסעו מצלמנה ויחנו בפונן
Genesis, 37, 19, 1331, ויאמרו איש אל־אחיו הנה בעל החלמות הלזה בא
Genesis, 38, 15, 1341, ויראה יהודה ויחשבה לזונה כי כסתה פניה
Deuteronomy, 23, 23, 1343, וכי תחדל לנדר לא־יהיה בך חטא
Exodus, 12, 45, 1344, תושב ושכיר לא־יאכל־בו
Genesis, 15, 6, 1346, והאמן ביהוה ויחשבה לו צדקה
Leviticus, 8, 3, 1356, ואת כל־העדה הקהל אל־פתח אהל מועד
Exodus, 17, 16, 1365, ויאמר כי־יד על־כס יה מלחמה ליהוה בעמלק מדר דר
Genesis, 1, 3, 1373, ויאמר אלהים יהי אור ויהי־אור
Genesis, 37, 11, 1383, ויקנאו־בו אחיו ואביו שמר את־הדבר
Numbers, 33, 30, 1383, ויסעו מחשמנה ויחנו במסרות
Genesis, 9, 20, 1393, ויחל נח איש האדמה ויטע כרם
Genesis, 44, 25, 1398, ויאמר אבינו שבו שברו־לנו מעט־אכל
Numbers, 12, 13, 1398, ויצעק משה אל־יהוה לאמר אל נא רפא נא לה
Genesis, 27, 26, 1403, ויאמר אליו יצחק אביו גשה־נא ושקה־לי בני
Numbers, 6, 6, 1408, כל־ימי הזירו ליהוה על־נפש מת לא יבא
Genesis, 43, 1, 1412, והרעב כבד בארץ
Exodus, 16, 36, 1414, והעמר עשרית האיפה הוא
Exodus, 15, 18, 1416, יהוה ימלך לעלם ועד
Genesis, 31, 45, 1417, ויקח יעקב אבן וירימה מצבה
Numbers, 33, 28, 1427, ויסעו מתרח ויחנו במתקה
Genesis, 27, 24, 1431, ויאמר אתה זה בני עשו ויאמר אני
Leviticus, 25, 26, 1438, ואיש כי לא יהיה־לו גאל והשיגה ידו ומצא כדי גאלתו
Deuteronomy, 32, 3, 1440, כי שם יהוה אקרא הבו גדל לאלהינו
Numbers, 33, 32, 1443, ויסעו מבני יעקן ויחנו בחר הגדגד
Leviticus, 1, 1, 1455, ויקרא אל־משה וידבר יהוה אליו מאהל מועד לאמר
Leviticus, 10, 8, 1456, וידבר יהוה אל־אהרן לאמר
Numbers, 24, 23, 1467, וישא משלו ויאמר אוי מי יחיה משמו אל
Exodus, 33, 14, 1472, ויאמר פני ילכו והנחתי לך
Exodus, 4, 13, 1477, ויאמר בי אדני שלח־נא ביד־תשלח
Numbers, 33, 12, 1479, ויסעו ממדבר־סין ויחנו בדפקה
Genesis, 38, 7, 1490, ויהי ער בכור יהודה רע בעיני יהוה וימתהו יהוה
Numbers, 6, 25, 1498, יאר יהוה פניו אליך ויחנך
Exodus, 33, 18, 1501, ויאמר הראני נא את־כבדך
Exodus, 34, 17, 1507, אלהי מסכה לא תעשה־לך
Numbers, 21, 12, 1507, משם נסעו ויחנו בנחל זרד
Numbers, 33, 43, 1513, ויסעו מפונן ויחנו באבת
Deuteronomy, 23, 2, 1515, לא־יבא פצוע־דכא וכרות שפכה בקהל יהוה
Numbers, 16, 8, 1516, ויאמר משה אל־קרח שמעו־נא בני לוי
Numbers, 14, 20, 1517, ויאמר יהוה סלחתי כדברך
Genesis, 21, 24, 1519, ויאמר אברהם אנכי אשבע
Deuteronomy, 3, 7, 1521, וכל־הבהמה ושלל הערים בזונו לנו
Leviticus, 11, 30, 1531, והאנקה והכח והלטאה והחמט והתנשמת
Genesis, 1, 19, 1544, ויהי־ערב ויהי־בקר יום רביעי
Numbers, 33, 15, 1544, ויסעו מרפידם ויחנו במדבר סיני
Genesis, 4, 20, 1556, ותלד עדה את־יבל הוא היה אבי ישב אהל ומקנה
Leviticus, 3, 12, 1567, ואם עז קרבנו והקריבו לפני יהוה
Numbers, 13, 14, 1582, למטה נפתלי נחבי בן־ופסי
Leviticus, 7, 24, 1584, וחלב נבלה וחלב טרפה יעשה לכל־מלאכה ואכל לא תאכלהו
Genesis, 42, 10, 1590, ויאמרו אליו לא אדני ועבדיך באו לשבר־אכל
Numbers, 33, 23, 1599, ויסעו מקהלתה ויחנו בהר־שפר
Numbers, 17, 8, 1603, ויבא משה ואהרן אל־פני אהל מועד
Deuteronomy, 14, 20, 1603, כל־עוף טהור תאכלו
Deuteronomy, 24, 2, 1612, ויצאה מביתו והלכה והיתה לאיש־אחר
Genesis, 34, 31, 1613, ויאמרו הכזונה יעשה את־אחותנו
Numbers, 33, 18, 1617, ויסעו מחצרת ויחנו ברתמה
Genesis, 1, 23, 1620, ויהי־ערב ויהי־בקר יום חמישי
Genesis, 32, 28, 1628, ויאמר אליו מה־שמך ויאמר יעקב
Genesis, 44, 24, 1628, ויהי כי עלינו אל־עבדך אבי ונגד־לו את דברי אדני
Genesis, 26, 23, 1631, ויעל משם באר שבע
Exodus, 28, 13, 1632, ועשית משבצת זהב
Exodus, 6, 2, 1635, וידבר אלהים אל־משה ויאמר אליו אני יהוה
Deuteronomy, 24, 6, 1639, לא־יחבל רחים ורכב כי־נפש הוא חבל
Exodus, 23, 6, 1657, לא תטה משפט אבינך בריבו
Numbers, 33, 26, 1657, ויסעו ממקהלת ויחנו בתחת
Numbers, 13, 10, 1659, למטה זבולן גדיאל בן־סודי
Leviticus, 13, 40, 1665, ואיש כי ימרט ראשו קרח הוא טהור הוא
Leviticus, 14, 46, 1668, והבא אל־הבית כל־ימי הסגיר אתו יטמא עד־הערב
Leviticus, 9, 16, 1669, ויקרב את־העלה ויעשה כמשפט
Numbers, 9, 2, 1677, ויעשו בני־ישראל את־הפסח במועדו
Deuteronomy, 3, 15, 1679, ולמכיר נתתי את־הגלעד
Numbers, 33, 35, 1682, ויסעו מעברנה ויחנו בעציון גבר
Exodus, 14, 6, 1683, ויאסר את־רכבו ואת־עמו לקח עמו
Genesis, 26, 13, 1685, ויגדל האיש וילך הלוך וגדל עד כי־גדל מאד
Genesis, 31, 4, 1685, וישלח יעקב ויקרא לרחל וללאה השדה אל־צאנו
Numbers, 33, 45, 1687, ויסעו מעיים ויחנו בדיבן גד
Deuteronomy, 1, 24, 1688, ויפנו ויעלו ההרה ויבאו עד־נחל אשכל וירגלו אתה
Genesis, 46, 23, 1690, ובני־דן חשים
Leviticus, 24, 21, 1690, ומכה בהמה ישלמנה ומכה אדם יומת
Numbers, 33, 27, 1690, ויסעו מתחת ויחנו בתרח
Leviticus, 21, 11, 1693, ועל כל־נפשת מת לא יבא לאביו ולאמו לא יטמא
Genesis, 4, 13, 1694, ויאמר קין אל־יהוה גדול עוני מנשא
Exodus, 1, 6, 1701, וימת יוסף וכל־אחיו וכל הדור ההוא
Genesis, 28, 10, 1713, ויצא יעקב מבאר שבע וילך חרנה
Genesis, 10, 28, 1716, ואת־עובל ואת־אבימאל ואת־שבא
Exodus, 21, 12, 1724, מכה איש ומת מות יומת
Numbers, 13, 12, 1724, למטה דן עמיאל בן־גמלי
Numbers, 7, 16, 1728, שעיר־עזים אחד לחטאת
Numbers, 7, 22, 1728, שעיר־עזים אחד לחטאת
Numbers, 7, 28, 1728, שעיר־עזים אחד לחטאת
Numbers, 7, 34, 1728, שעיר־עזים אחד לחטאת
Numbers, 7, 40, 1728, שעיר־עזים אחד לחטאת
Numbers, 7, 46, 1728, שעיר־עזים אחד לחטאת
Numbers, 7, 52, 1728, שעיר־עזים אחד לחטאת
Numbers, 7, 58, 1728, שעיר־עזים אחד לחטאת
Numbers, 7, 64, 1728, שעיר־עזים אחד לחטאת
Numbers, 7, 70, 1728, שעיר־עזים אחד לחטאת
Numbers, 7, 76, 1728, שעיר־עזים אחד לחטאת
Numbers, 7, 82, 1728, שעיר־עזים אחד לחטאת
Deuteronomy, 22, 10, 1731, לא־תחרש בשור־ובחמר יחדו
Deuteronomy, 5, 2, 1738, יהוה אלהינו כרת עמנו ברית בחרב
Deuteronomy, 32, 23, 1744, אספה עלימו רעות חצי אכלה־בם
Numbers, 33, 44, 1746, ויסעו מאבת ויחנו בעיי העברים בגבול מואב
Genesis, 12, 9, 1747, ויסע אברם הלוך ונסוע הנגבה
Numbers, 1, 14, 1751, לגד אליסף בן־דעואל
Exodus, 34, 8, 1752, וימהר משה ויקד ארצה וישתחו
Leviticus, 23, 44, 1752, וידבר משה את־מעדי יהוה אל־בני ישראל
Exodus, 21, 16, 1755, וגנב איש ומכרו ונמצא בידו מות יומת
Exodus, 32, 33, 1763, ויאמר יהוה אל־משה מי אשר חטא־לי אמחנו מספרי
Numbers, 33, 16, 1769, ויסעו ממדבר סיני ויחנו בקברת התאוה
Genesis, 10, 17, 1770, ואת־החוי ואת־הערקי ואת־הסיני
Genesis, 15, 19, 1771, את־הקיני ואת־הקנזי ואת הקדמני
Numbers, 20, 22, 1773, ויסעו מקדש ויבאו בני־ישראל כל־העדה הר ההר
Genesis, 9, 8, 1775, ויאמר אלהים אל־נח ואל־בניו אתו לאמר
Exodus, 37, 24, 1777, ככר זהב טהור עשה אתה ואת כל־כליה
Numbers, 23, 8, 1780, מה אקב לא קבה אל ומה אזעם לא זעם יהוה
Exodus, 15, 2, 1781, עזי וזמרת יה ויהי־לי לישועה זה אלי ואנוהו אלהי אבי וארממנהו
Exodus, 38, 16, 1784, כל־קלעי החצר סביב שש משזר
Numbers, 5, 16, 1785, והקריב אתה הכהן והעמדה לפני יהוה
Numbers, 33, 5, 1787, ויסעו בני־ישראל מרעמסס ויחנו בסכת
Genesis, 8, 18, 1793, ויצא־נח ובניו ואשתו ונשי־בניו אתו
Numbers, 20, 9, 1793, ויקח משה את־המטה מלפני יהוה כאשר צוהו
Exodus, 1, 4, 1794, דן ונפתלי גד ואשר
Exodus, 35, 20, 1795, ויצאו כל־עדת בני־ישראל מלפני משה
Genesis, 25, 24, 1802, וימלאו ימיה ללדת והנה תומם בבטנה
Numbers, 23, 6, 1806, וישב אליו והנה נצב על־עלתו הוא וכל־שרי מואב
Genesis, 29, 23, 1811, ויהי בערב ויקח את־לאה בתו ויבא אתה אליו ויבא אליה
Numbers, 6, 24, 1814, יברכך יהוה וישמרך
Deuteronomy, 18, 2, 1820, ונחלה לא־יהיה־לו בקרב אחיו יהוה הוא נחלתו כאשר דבר־לו
Leviticus, 13, 14, 1824, וביום הראות בו בשר חי יטמא
Leviticus, 25, 54, 1828, ואם־לא יגאל באלה ויצא בשנת היבל הוא ובניו עמו
Deuteronomy, 14, 18, 1831, והחסידה והאנפה למינה והדוכיפת והעטלף
Genesis, 47, 8, 1838, ויאמר פרעה אל־יעקב כמה ימי שני חייך
Leviticus, 13, 1, 1838, וידבר יהוה אל־משה ואל־אהרן לאמר
Leviticus, 14, 33, 1838, וידבר יהוה אל־משה ואל־אהרן לאמר
Leviticus, 15, 1, 1838, וידבר יהוה אל־משה ואל־אהרן לאמר
Numbers, 2, 1, 1838, וידבר יהוה אל־משה ואל־אהרן לאמר
Numbers, 4, 1, 1838, וידבר יהוה אל־משה ואל־אהרן לאמר
Numbers, 4, 17, 1838, וידבר יהוה אל־משה ואל־אהרן לאמר
Numbers, 14, 26, 1838, וידבר יהוה אל־משה ואל־אהרן לאמר
Numbers, 16, 20, 1838, וידבר יהוה אל־משה ואל־אהרן לאמר
Numbers, 19, 1, 1838, וידבר יהוה אל־משה ואל־אהרן לאמר
Genesis, 24, 57, 1852, ויאמרו נקרא לנער ונשאלה את־פיה
Genesis, 43, 20, 1852, ויאמרו בי אדני ירד ירדנו בתחלה לשבר־אכל
Leviticus, 4, 19, 1856, ואת כל־חלבו ירים ממנו והקטיר המזבחה
Exodus, 12, 47, 1858, כל־עדת ישראל יעשו אתו
Genesis, 36, 25, 1859, ואלה בני־ענה דשן ואהליבמה בת־ענה
Genesis, 49, 18, 1868, לישועתך קויתי יהוה
Genesis, 36, 19, 1871, אלה בני־עשו ואלה אלופיהם הוא אדום
Exodus, 7, 8, 1873, ויאמר יהוה אל־משה ואל־אהרן לאמר
Genesis, 24, 39, 1875, ואמר אל־אדני אלי לא־תלך האשה אחרי
Genesis, 49, 23, 1877, וימררהו ורבו וישטמהו בעלי חצים
Genesis, 36, 1, 1881, ואלה תלדות עשו הוא אדום
Leviticus, 6, 6, 1885, אש תמיד תוקד על־המזבח לא תכבה
Genesis, 1, 13, 1902, ויהי־ערב ויהי־בקר יום שלישי
Deuteronomy, 24, 12, 1902, ואם־איש עני הוא לא תשכב בעבטו
Genesis, 46, 14, 1905, ובני זבולן סרד ואלון ויחלאל
Numbers, 10, 23, 1911, ועל־צבא מטה בני מנשה גמליאל בן־פדה־צור
Genesis, 32, 2, 1913, ויעקב הלך לדרכו ויפגעו־בו מלאכי אלהים
Exodus, 10, 18, 1915, ויצא מעם פרעה ויעתר אל־יהוה
Genesis, 37, 26, 1917, ויאמר יהודה אל־אחיו מה־בצע כי נהרג את־אחינו וכסינו את־דמו
Genesis, 39, 3, 1921, וירא אדניו כי יהוה אתו וכל אשר־הוא עשה יהוה מצליח בידו
Deuteronomy, 25, 14, 1921, לא־יהיה לך בביתך איפה ואיפה גדולה וקטנה
Numbers, 33, 31, 1922, ויסעו ממסרות ויחנו בבני יעקן
Exodus, 32, 26, 1927, ויעמד משה בשער המחנה ויאמר מי ליהוה אלי ויאספו אליו כל־בני לוי
Deuteronomy, 25, 4, 1927, לא־תחסם שור בדישו
Exodus, 17, 15, 1929, ויבן משה מזבח ויקרא שמו יהוה נסי
Exodus, 38, 13, 1930, ולפאת קדמה מזרחה חמשים אמה
Numbers, 10, 36, 1933, ובנחה יאמר שובה יהוה רבבות אלפי ישראל
Deuteronomy, 32, 19, 1942, וירא יהוה וינאץ מכעס בניו ובנתיו
Exodus, 10, 27, 1958, ויחזק יהוה את־לב פרעה ולא אבה לשלחם
Genesis, 3, 9, 1959, ויקרא יהוה אלהים אל־האדם ויאמר לו איכה
Numbers, 18, 14, 1961, כל־חרם בישראל לך יהיה
Numbers, 27, 16, 1962, יפקד יהוה אלהי הרוחת לכל־בשר איש על־העדה
Leviticus, 14, 56, 1964, ולשאת ולספחת ולבהרת
Exodus, 22, 11, 1971, ואם־גנב יגנב מעמו ישלם לבעליו
Genesis, 9, 4, 1979, אך־בשר בנפשו דמו לא תאכלו
Genesis, 32, 22, 1979, ותעבר המנחה על־פניו והוא לן בלילה־ההוא במחנה
Genesis, 43, 13, 1979, ואת־אחיכם קחו וקומו שובו אל־האיש
Genesis, 13, 2, 1981, ואברם כבד מאד במקנה בכסף ובזהב
Deuteronomy, 3, 23, 1982, ואתחנן אל־יהוה בעת ההוא לאמר
Genesis, 35, 24, 1984, בני רחל יוסף ובנימן
Genesis, 38, 6, 1985, ויקח יהודה אשה לער בכורו ושמה תמר
Numbers, 17, 22, 1987, וינח משה את־המטת לפני יהוה באהל העדת
Exodus, 22, 18, 1996, כל־שכב עם־בהמה מות יומת
Numbers, 1, 7, 2002, ליהודה נחשון בן־עמינדב
Numbers, 13, 9, 2004, למטה בנימן פלטי בן־רפוא
Genesis, 30, 28, 2006, ויאמר נקבה שכרך עלי ואתנה
Genesis, 30, 5, 2007, ותהר בלהה ותלד ליעקב בן
Deuteronomy, 32, 34, 2009, הלא־הוא כמס עמדי חתם באוצרתי
Numbers, 11, 9, 2014, וברדת הטל על־המחנה לילה ירד המן עליו
Exodus, 29, 43, 2016, ונעדתי שמה לבני ישראל ונקדש בכבדי
Genesis, 27, 23, 2023, ולא הכירו כי־היו ידיו כידי עשו אחיו שערת ויברכהו
Deuteronomy, 22, 18, 2025, ולקחו זקני העיר־ההוא את־האיש ויסרו אתו
Genesis, 33, 20, 2036, ויצב־שם מזבח ויקרא־לו אל אלהי ישראל
Numbers, 10, 20, 2036, ועל־צבא מטה בני־גד אליסף בן־דעואל
Genesis, 10, 3, 2039, ובני גמר אשכנז וריפת ותגרמה
Genesis, 19, 26, 2040, ותבט אשתו מאחריו ותהי נציב מלח
Numbers, 34, 28, 2040, ולמטה בני־נפתלי נשיא פדהאל בן־עמיהוד
Exodus, 21, 31, 2047, או־בן יגח או־בת יגח כמשפט הזה יעשה לו
Exodus, 22, 19, 2051, זבח לאלהים יחרם בלתי ליהוה לבדו
Deuteronomy, 32, 16, 2052, יקנאהו בזרים בתועבת יכעיסהו
Numbers, 13, 13, 2054, למטה אשר סתור בן־מיכאל
Leviticus, 11, 25, 2058, וכל־הנשא מנבלתם יכבס בגדיו וטמא עד־הערב
Numbers, 11, 7, 2058, והמן כזרע־גד הוא ועינו כעין הבדלח
Genesis, 21, 11, 2061, וירע הדבר מאד בעיני אברהם על אודת בנו
Numbers, 14, 17, 2070, ועתה יגדל־נא כח אדני כאשר דברת לאמר
Deuteronomy, 19, 16, 2070, כי־יקום עד־חמס באיש לענות בו סרה
Numbers, 4, 20, 2077, ולא־יבאו לראות כבלע את־הקדש ומתו
Numbers, 28, 22, 2077, ושעיר חטאת אחד לכפר עליכם
Numbers, 34, 22, 2084, ולמטה בני־דן נשיא בקי בן־יגלי
Numbers, 11, 30, 2087, ויאסף משה אל־המחנה הוא וזקני ישראל
Genesis, 10, 16, 2091, ואת־היבוסי ואת־האמרי ואת הגרגשי
Numbers, 33, 17, 2091, ויסעו מקברת התאוה ויחנו בחצרת
Genesis, 11, 30, 2092, ותהי שרי עקרה אין לה ולד
Deuteronomy, 15, 22, 2092, בשעריך תאכלנו הטמא והטהור יחדו כצבי וכאיל
Genesis, 46, 24, 2094, ובני נפתלי יחצאל וגוני ויצר ושלם
